Gene,Chr,Gene Start,Gene End,Gene Score,nSNPs,TopSNP P-Value,Gene ReScorePR,Gene ReScoreRWR
PLCB2,15,38380162,38387466,17.353037529269464,12,3.49022e-07,17.353037529269464,1.7871695263209928
HIST1H2BC,6,26231673,26232111,18.152618458370238,28,3.6608000000000006e-07,18.152618458370238,18.614049784751455
HIST1H2AC,6,26232409,26247291,18.40393288665114,36,3.6608000000000006e-07,28.844659220042253,1.8922590620591588
SLC17A3,6,25953306,25982450,18.341954494946005,37,4.00306e-07,28.723749329125475,1.8705372998068226
BTN3A2,6,26476384,26484953,18.296436089907075,42,4.75563e-07,18.296436089907075,14.173321621766565
BTN2A2,6,26491441,26503079,18.319966587317268,43,4.75563e-07,27.5032570974271,18.319966587317268
BTN2A1,6,26573391,26576825,17.92403098674387,29,4.7653e-07,26.63509698866507,5.958600170681993
HIST1H1T,6,26215618,26216343,17.678960814160252,23,4.828949999999999e-07,29.05498717999974,2.2758911496637912
HFE,6,26204593,26205035,17.577585580086396,21,4.87945e-07,26.034039021528194,3.899905066728292
HIST1H4C,6,26212154,26212544,17.668557358292123,23,4.87945e-07,26.82741570487952,17.668557358292123
SLC17A4,6,25881719,25888419,17.724842955557023,26,5.214009999999999e-07,27.881378557182437,17.724842955557023
TCF4,18,51082834,51282366,18.920982231082697,92,5.5784e-07,27.665217693083513,3.1508007296633633
GPX5,6,28604086,28609923,17.24728978078335,19,6.14258e-07,17.24728978078335,4.338519783396205
AK3,9,4701157,4732043,17.923943902629475,40,6.5734e-07,17.923943902629475,6.9684875635543655
PRSS16,6,27327433,27332229,16.32347072802506,11,8.95776e-07,24.712147339931143,16.32347072802506
NUDT1,7,2249065,2257306,16.38603610015328,15,1.14743e-06,26.714072384952722,5.19870470283097
SNX8,7,2261164,2320625,17.23333396054048,35,1.14743e-06,26.01194334324068,6.905704841546275
CCDC39,3,181908070,182070660,17.599973086257677,56,1.27238e-06,17.599973086257677,1.8022915434074993
HIST1H2BJ,6,27208073,27208554,15.867953205477335,12,1.5410499999999998e-06,27.005530544006042,20.536200666240767
HIST1H2AG,6,27208799,27211050,15.780941828487705,11,1.5410499999999998e-06,24.6695743782254,1.6213487650526082
PKNOX2,11,124786568,124808495,16.967695383427646,43,1.83862e-06,28.279137927653593,7.641642856011332
PIK3C2A,11,17126642,17186106,16.466996657597623,27,1.9047499999999998e-06,27.59150381990407,1.7398641819851617
HIST1H3C,6,26153617,26154076,15.213720630032128,8,1.97631e-06,15.213720630032128,7.928619474332882
HIST1H1C,6,26163946,26164678,15.619185738140292,12,1.97631e-06,26.10664831425529,15.619185738140292
BTN1A1,6,26609473,26618631,15.647030085766207,13,2.0822099999999996e-06,26.94412575582658,15.647030085766207
CUL9,6,43289512,43300303,15.690752572902344,14,2.14645e-06,15.690752572902344,8.258290827843341
ITIH4,3,52838915,52841594,16.371773954736533,29,2.25023e-06,27.513340148988544,1.6851612670943479
MUSTN1,3,52848937,52906587,16.285574227619342,38,3.2140199999999998e-06,26.355045151147028,16.285574227619342
HLA-DRB5,6,32593131,32665540,15.249741447704118,14,3.3361800000000006e-06,22.993847082517924,15.249741447704118
ITIH3,3,52803823,52818065,15.817217695079144,27,3.6478199999999997e-06,25.150725751614797,12.67210015970167
SDCCAG8,1,241523015,241536009,15.1179917461394,14,3.80599e-06,15.1179917461394,1.5637653946853998
AGBL3,7,134321900,134451160,16.33656026176079,52,4.179509999999999e-06,16.33656026176079,16.33656026176079
LY6G6F,6,31791111,31793560,15.503100394266985,23,4.25419e-06,15.503100394266985,15.503100394266985
TCP10L,21,32870732,32879714,14.687604994679225,12,5.0169e-06,14.687604994679225,14.687604994679225
CALN1,7,70882411,71550072,17.776750940575557,271,5.1597e-06,17.776750940575557,1.821543867067606
NGEF,2,233467555,233501105,15.58048613314728,31,5.30692e-06,26.671887467207675,13.037202227954701
MFHAS1,8,8679408,8788541,16.549575439023137,89,5.78097e-06,25.868997575692262,1.723906078672769
DPYD,1,97957911,98159203,16.308088221556623,72,5.9541499999999996e-06,27.1370445448982,6.89485347704546
ITIH1,3,52796970,52801117,15.156487444393706,23,6.016569999999999e-06,25.44513426554072,1.5952076582367938
MMP16,8,89150576,89408833,16.54448419605343,99,6.463340000000001e-06,26.599582708420158,16.54448419605343
FEZ1,11,124863305,124871333,14.988047828536835,22,6.81077e-06,23.468861541368483,1.554965631831566
HIST1H1A,6,26125238,26126019,14.279251656039673,11,6.918189999999999e-06,25.417389223705946,4.180863201686874
HIST1H3A,6,26128696,26129165,14.279251656039673,11,6.918189999999999e-06,24.15417410669064,1.447491546334195
HIST1H4A,6,26129885,26130257,14.366263033029302,12,6.918189999999999e-06,23.660492390742498,15.587883315081578
HIST1H4B,6,26135102,26135459,14.446305740702838,13,6.918189999999999e-06,25.548000563806475,7.6033188108962335
HIST1H3B,6,26139795,26140267,14.183941476235347,10,6.918189999999999e-06,24.885492286424366,14.183941476235347
IFT172,2,27547183,27566075,14.501165872765924,14,7.052639999999999e-06,14.501165872765924,14.501165872765924
FNDC4,2,27568253,27571590,14.059333120486885,9,7.052639999999999e-06,24.73734399631161,14.059333120486885
NTRK3,15,86321598,86600665,16.743510754498736,140,7.49055e-06,27.79392248846303,16.743510754498736
APP,21,26316026,26434649,15.820594339776456,71,9.56008e-06,27.171438480853983,7.777701083552939
TXNRD2,22,18261780,18309359,15.375399794799641,46,9.66733e-06,23.497774325731577,15.375399794799641
BANK1,4,102954005,103214992,16.162774712086787,115,1.09975e-05,27.42498382872447,1.7279384167722354
SRF,6,43246897,43257222,14.034502026829665,14,1.12466e-05,22.35745408126723,2.8149530213031606
BTNL2,6,32470490,32482878,15.744165313125341,78,1.1336800000000001e-05,26.727048583959817,1.6088841321132394
HMGN4,6,26653413,26653686,14.228033849884346,18,1.19156e-05,23.69070021982945,11.25941626156372
GGA3,17,70745606,70769272,14.295706909342332,21,1.29919e-05,14.295706909342332,14.295706909342332
GIGYF2,2,233383264,233433531,14.470261541014736,28,1.4548e-05,25.856742414558287,33.91901834513499
CDH12,5,21786910,22889488,17.371460723759032,520,1.48482e-05,25.479400312991984,16.851798023707957
HIST1H2AB,6,26141298,26141775,13.192839491208654,8,1.4911199999999999e-05,13.192839491208654,1.383827133996783
LUZP2,11,24475131,25060762,16.855099729733674,330,1.5792e-05,16.855099729733674,10.470338879871157
FOXN2,2,48395298,48459938,14.574620511522367,35,1.63829e-05,24.521248326297673,14.574620511522367
CTNND1,11,57285844,57343228,13.948332427923456,19,1.66368e-05,25.3016467818298,22.43662107231302
TMEM132E,17,29931880,29990450,15.103463263812172,63,1.73776e-05,15.103463263812172,1.5420419698491452
PSD3,8,18429092,18915476,17.127172610610405,479,1.74622e-05,26.964041328981885,17.127172610610405
TRIM38,6,26081379,26093331,13.519019323442752,13,1.74867e-05,13.519019323442752,13.519019323442752
BTN3A1,6,26510459,26523421,14.550019408557642,39,1.87099e-05,22.582404686318057,12.485494218101243
CREB3L1,11,46293787,46299548,13.076625485730474,9,1.88424e-05,23.970136562780873,13.076625485730474
TMX2,11,57236617,57265020,13.561871426493516,15,1.93306e-05,13.561871426493516,9.130036610860802
SFMBT1,3,52913666,53055110,14.550089675118889,41,1.9668e-05,24.08192671332833,1.636586268412928
KIAA0391,14,34661678,34813248,14.852072616092133,57,2.02163e-05,14.852072616092133,7.026132534769174
SLCO4C1,5,101597590,101660152,14.365240648598379,36,2.07758e-05,14.365240648598379,14.365240648598379
CWF19L2,11,106702281,106833782,14.939450270047518,64,2.07998e-05,26.027931171704864,2.8482802712275705
GCKR,2,27573209,27600054,13.819491197480403,22,2.19126e-05,24.8781843442212,13.819491197480403
CLP1,11,57181205,57185913,12.672384810905989,7,2.19559e-05,21.22744409125218,12.672384810905989
VRK2,2,58127335,58240509,14.35318602688194,45,2.62847e-05,25.4598956295174,14.35318602688194
FANCL,2,58240746,58322019,14.101871598601033,35,2.62847e-05,25.407084350463514,5.7857289283813
ZDHHC5,11,57205526,57225235,12.801254991184514,10,2.75731e-05,22.011496876351146,12.801254991184514
MED19,11,57227762,57236249,12.578111439870305,8,2.75731e-05,23.987907425021177,7.124140551397196
WDR18,19,935327,945569,13.464166464460346,21,2.9840500000000003e-05,24.75571836600269,13.464166464460346
GRIN3B,19,951436,960723,13.464166464460346,21,2.9840500000000003e-05,22.193819191775503,13.464166464460346
DPF3,14,72206412,72430562,15.348403849552929,139,3.0011500000000002e-05,25.849288862222767,1.6751750590881223
GRM3,7,86111165,86332128,14.89824845040008,94,3.1834699999999995e-05,24.035180394072015,5.439663373379653
MAGOH,1,53465151,53476795,13.048995202642752,15,3.2283800000000004e-05,23.129419077382373,1.3899125206663945
LRP8,1,53488949,53506858,13.048995202642752,15,3.2283800000000004e-05,13.048995202642752,3.768195768846358
PROX2,14,74391587,74400290,12.639955746850024,10,3.23994e-05,23.201159675000792,25.766376742325274
ZDHHC2,8,17058401,17124612,14.374949168614062,57,3.25772e-05,24.092136314765646,14.374949168614062
ZSCAN20,1,33710838,33734582,13.583404215805466,26,3.27926e-05,24.044547351005466,13.583404215805466
SERPINF2,17,1592879,1605309,13.398098912928727,22,3.33966e-05,23.19647108634829,13.398098912928727
SERPINF1,17,1612008,1627618,13.741043664055557,31,3.33966e-05,25.014218202135496,2.1227180588075383
VPS37A,8,17176655,17197418,13.653652709001058,29,3.4095100000000005e-05,25.00953801933982,13.653652709001058
DNAJC19,3,182184197,182190224,12.583653167648993,10,3.42759e-05,22.69667858827379,1.3311191340608866
YPEL4,11,57169135,57173993,12.354540751805288,8,3.4481100000000004e-05,23.62229197284234,12.354540751805288
CALHM1,10,105203133,105208635,13.127532268691578,18,3.58144e-05,13.127532268691578,1.3772964117450779
CALHM3,10,105222550,105228987,13.07037385485163,17,3.58144e-05,13.07037385485163,1.3825973322621292
ABT1,6,26705158,26708256,13.067875192120258,17,3.5904e-05,13.067875192120258,30.267672669420108
EMX1,2,72998111,73015528,12.693743423829677,12,3.68433e-05,22.33049392713557,1.4110431617428383
TMEM151B,6,44348780,44452882,14.612030812463944,84,3.78752e-05,14.612030812463944,4.622138541560746
SPATS1,6,44418463,44452882,13.736562075110044,35,3.78752e-05,25.03982543646635,13.736562075110044
DNAJA3,16,4415882,4446776,12.937168348820911,16,3.85105e-05,23.083953961512194,2.149772909364118
NMRAL1,16,4451695,4466308,12.803636956196389,14,3.85105e-05,23.738851219803347,12.803636956196389
HMOX2,16,4485859,4500349,13.218271235782915,22,3.99761e-05,24.601294765871145,13.218271235782915
FOXP1,3,71329723,71715830,15.340656814139567,195,4.24299e-05,25.143197535380473,15.340656814139567
INHBA,7,41695125,41709231,12.603361272354203,13,4.36891e-05,23.74385717091554,1.3058348959828934
KIF5C,2,149564694,149591519,12.659366380233225,14,4.44872e-05,12.659366380233225,13.245437434116775
SNX19,11,130281057,130291554,13.106132182475747,22,4.472e-05,21.519386098602453,1.5529935304167242
FAM120AOS,9,95248602,95255695,11.803415921688506,6,4.4873800000000004e-05,21.18638172828556,2.432099028730134
RRP12,10,99106447,99151055,13.639511578181649,38,4.5312600000000004e-05,22.145872216651153,13.639511578181649
HIST1H3J,6,27966071,27966549,12.299880154909424,10,4.55229e-05,21.58253583732929,20.04530028855429
MYLK4,6,2608861,2696153,14.683454649087421,109,4.57597e-05,14.683454649087421,1.5741717916675908
CDC5L,6,44463279,44522758,13.56944260111026,37,4.73225e-05,22.42857260184941,8.990038341663617
FEZF1,7,121729286,121731835,12.25178784226156,10,4.7765699999999996e-05,12.25178784226156,11.671272042950601
THRB,3,24168884,24511457,15.496956968062548,261,4.85733e-05,24.903233971270772,1.591194040452919
FXR1,3,182163415,182163517,11.524959585405663,5,4.94019e-05,22.870428945028767,41.636671458820146
ZSWIM4,19,13767273,13804044,12.614979670243196,15,4.98282e-05,22.493579139883487,1.3088455994114223
TTC23,15,97513091,97608951,13.987547186423695,60,5.05169e-05,13.987547186423695,13.987547186423695
SLFN5,17,30594198,30618874,13.392704519794208,34,5.18921e-05,13.392704519794208,13.392704519794208
DIP2B,12,49365882,49428717,13.179152951710916,28,5.29084e-05,22.81473912663693,1.3732260521344692
UNC5B,10,72642354,72729716,14.227660459601159,80,5.2978e-05,25.651242826142877,14.227660459601159
KATNAL2,18,42780814,42881663,13.818825136023015,55,5.4818e-05,24.794609761031744,23.005112934381692
HIST1H2AM,6,27968455,27968942,12.204728095297636,11,5.5073999999999995e-05,12.204728095297636,1.283372667856953
HIST1H2BO,6,27969181,27969648,12.204728095297636,11,5.5073999999999995e-05,23.163718465411947,5.174831961450625
SUFU,10,104346437,104383199,12.974656629467056,24,5.5640299999999996e-05,23.885878716322054,4.803181128294102
CADPS2,7,121745713,122313790,15.04840452064761,192,5.5958e-05,15.04840452064761,1.5607682624312629
XPR1,1,178867795,179122103,14.049127781276095,71,5.6208199999999995e-05,23.574544725960013,13.484816499478612
UBE2D2,5,138920934,138988202,12.758779852760343,20,5.7539e-05,22.017755597336357,1.3980484483465425
LRP5,11,67836683,67973319,13.904575991135598,63,5.76315e-05,23.796630996391507,58.74447058420863
SFXN2,10,104466356,104488933,12.704718360488371,19,5.76985e-05,12.704718360488371,1.2890789143060681
PTBP2,1,97023202,97052936,12.588686145992385,17,5.7976499999999996e-05,22.678920490426012,12.588686145992385
NCAN,19,19211867,19224061,12.145191372159587,11,5.84525e-05,21.083188652522097,1.2996291970783822
HAPLN4,19,19227470,19245074,12.838338552719533,22,5.84525e-05,24.175735167148602,12.838338552719533
ARL3,10,104423477,104464180,12.891770971155669,24,6.0448599999999996e-05,22.560627839324862,12.891770971155669
RIMS1,6,73016753,73169229,13.768246982166966,59,6.18555e-05,24.23265068729245,13.768246982166966
SLC9A9,3,144466753,145049979,15.653282920896881,398,6.33503e-05,15.653282920896881,15.653282920896881
SLC17A2,6,26020962,26038818,13.094457992666824,31,6.37545e-05,24.410593325436206,14.13323469216298
SPOCK1,5,136338885,136862917,15.48259932908505,341,6.43794e-05,23.351468744147798,23.29147897825564
GNL3,3,52694975,52703550,12.398565757645624,16,6.5992e-05,12.398565757645624,12.398565757645624
GLT8D1,3,52709500,52715088,12.334027236508053,15,6.5992e-05,21.37012989767828,7.002815655474731
GLDC,9,6522463,6635692,13.81015774568108,67,6.73596e-05,24.445211450855474,1.488875954939115
PBRM1,3,52618142,52624512,12.131260635554964,13,7.00493e-05,12.131260635554964,3.4754947008435675
TRIM8,10,104394241,104408066,12.204184429332937,14,7.013229999999999e-05,12.204184429332937,1.2341035054550598
CDH13,16,81218078,82387700,16.781517851083603,1367,7.04122e-05,27.410840078612907,16.781517851083603
SLCO6A1,5,101735550,101862619,13.265922581235461,41,7.10341e-05,13.265922581235461,1.4773010930624524
XYLB,3,38376833,38417781,13.291877991975388,43,7.25904e-05,22.787522904692473,13.291877991975388
CYP2C9,10,96688404,96739138,13.345398238973308,46,7.3608e-05,23.705613002347242,1.3754081638948201
AKT3,1,241733106,242073207,14.380697605818105,130,7.3873e-05,23.243446684238382,29.697660398176083
HIST1H2BK,6,27222175,27222556,11.893136255745956,11,7.52089e-05,23.16591339009787,1.2538568104505134
HIST1H2AH,6,27222886,27223325,11.79782607594163,10,7.52089e-05,21.70342318827297,11.79782607594163
CYP17A1,10,104580277,104587280,12.192314392505903,15,7.6039e-05,23.54411889139284,12.192314392505903
MC3R,20,54257194,54258278,12.70220146501581,25,7.61104e-05,23.064576446912035,12.70220146501581
HIST1H4I,6,27215066,27215436,12.029324282477283,13,7.756649999999999e-05,20.798270823250558,21.197838991340504
SLC4A10,2,162189090,162550032,14.391065018316265,142,7.98598e-05,24.211139705982994,1.471820831032058
KLHL1,13,69172725,69580460,14.726013882044919,203,8.16713e-05,14.726013882044919,14.726013882044919
TBC1D12,10,96152175,96286079,12.73963211699584,28,8.211190000000001e-05,23.015233450371603,2.7723328274548376
SH3GL3,15,81907286,82078495,13.856558667061655,88,8.44609e-05,25.02330128878917,2.0877945359733006
CORO7,16,4385290,4406628,12.127862384993614,16,8.650799999999999e-05,12.127862384993614,2.042158861185946
ACOXL,2,111273061,111568392,14.667597379102512,209,8.91435e-05,14.667597379102512,3.908826698008858
SGSM1,22,23569426,23652813,13.568293555890527,72,9.219290000000001e-05,13.568293555890527,1.4217424894806012
NEK4,3,52746554,52779991,12.257869224438872,20,9.49522e-05,12.257869224438872,5.1209250069999825
SPCS1,3,52714896,52717237,11.732061432386995,12,9.638549999999999e-05,11.732061432386995,1.2431123696952666
TTC31,2,74563723,74575191,12.067298403046214,17,9.76535e-05,23.240888609012266,8.388747174788017
LBX2,2,74578151,74583951,12.00667378122978,16,9.76535e-05,12.00667378122978,1.3728692579985298
PCGF1,2,74585677,74588329,11.94213526009221,15,9.76535e-05,23.36169127408107,3.7657426298403056
SRPK2,7,104560686,104827034,13.920950587486608,109,9.80922e-05,22.99402636478755,3.3759981041662965
ART3,4,77222000,77252962,12.894600511570298,40,0.00010046299999999999,20.765769844451796,3.6045485509827637
EIF4E2,2,233123600,233156593,12.965737358442794,43,0.00010058200000000001,12.965737358442794,12.965737358442794
ZBED4,22,48663314,48666830,11.682449263534322,12,0.000101288,20.65288525591648,1.861423142172806
WDR73,15,82987014,82998528,12.030361122246417,17,0.00010132799999999999,22.119038684277186,2.644428937834278
NMB,15,82999363,83002806,11.836205107805458,14,0.00010132799999999999,21.420358811996948,11.836205107805458
PLA2G2F,1,20338409,20349466,11.49855915634108,10,0.000101447,22.465475625996348,3.120247411872333
KCNQ3,8,133210437,133562186,14.728175979460687,254,0.000101969,26.13881573710296,4.378647769418283
OSBPL1A,18,20025630,20154745,13.353791148306236,65,0.00010314200000000001,13.353791148306236,6.619996052241749
HEBP1,12,13029845,13044488,12.174089599677123,20,0.00010325,12.174089599677123,12.174089599677123
C12orf42,12,102219862,102413879,13.741829039026296,97,0.00010441700000000001,13.741829039026296,1.5865911727247322
ANP32E,1,148457478,148475084,11.645362218835185,12,0.000105115,22.962304583636843,3.540137813701696
DCP1B,12,1925474,1983938,12.893550214469936,42,0.00010559700000000001,22.733649958336358,6.573971958858118
TMEM173,5,138835732,138842476,10.940703752339163,6,0.00010633200000000001,10.940703752339163,6.378687312645041
FOXR1,11,118354701,118357205,11.321919504783908,9,0.000108942,11.321919504783908,1.1665986930808674
GLG1,16,73044199,73198518,13.540016921465075,83,0.000109326,23.83720487323407,7.569483372544793
CA14,1,148496841,148504102,11.423103042673198,10,0.000109398,22.47658662220814,1.2659783319904065
APH1A,1,148504422,148508156,11.518413222477522,11,0.000109398,11.518413222477522,5.098619697774986
C1orf54,1,148511825,148519951,11.685467307140689,13,0.000109398,11.685467307140689,1.2505149326050946
PRPF3,1,148572073,148585236,11.06559661943014,7,0.000109489,19.213724852579375,11.06559661943014
NLN,5,65117357,65155145,13.039311626784121,51,0.00011083299999999999,24.451121785975026,13.039311626784121
FHIT,3,59710460,61212173,16.311102151351736,1347,0.000111057,25.890858489987743,3.27794961756552
OR1Q1,9,124416837,124417782,12.196446399590089,22,0.00011106399999999999,12.196446399590089,1.3300924864605845
OR1B1,9,124430678,124431635,12.049842925398213,19,0.00011106399999999999,22.984311824154595,12.049842925398213
PPM1M,3,52257481,52259655,11.500601715281396,11,0.000111364,20.15709933188444,11.500601715281396
WDR82,3,52263477,52287699,11.500601715281396,11,0.000111364,11.500601715281396,5.281704676140858
DPEP1,16,88224197,88232340,11.741386701572651,14,0.000111406,22.024724568841396,1.259115665120181
TTC7B,14,90076684,90352514,14.151736671030221,156,0.000111456,14.151736671030221,1.5355868601455889
CTNNA1,5,138239240,138298622,12.53408400236257,31,0.000111655,23.77793628217897,5.088742331375761
TCERG1L,10,132786558,132948697,14.218648020000762,168,0.000112261,14.218648020000762,14.218648020000762
CYP2C19,10,96512452,96602661,12.731780390582912,38,0.000112316,23.11977745375907,12.731780390582912
SH3PXD2A,10,105343773,105605154,14.012301510787657,138,0.00011334799999999999,23.307541837837448,14.012301510787657
PDCD11,10,105146401,105196009,12.504861329973803,31,0.00011496600000000001,12.504861329973803,1.2919844766440445
CALHM2,10,105198860,105202648,11.904087469544873,17,0.00011496600000000001,11.904087469544873,11.904087469544873
ALG12,22,48682856,48698110,12.150190803737464,22,0.000116322,12.150190803737464,10.06737896001196
PCDH8,13,52316109,52320775,11.68425621400734,14,0.00011795600000000001,21.315102615568136,11.68425621400734
PTK7,6,43235253,43237429,11.117712733326416,8,0.000118776,20.232212029158386,1.2343686164449956
RPRD2,1,148603613,148715665,12.534425208827956,33,0.00011881799999999999,23.097907360395823,12.534425208827956
BRD1,22,48552940,48607200,12.290617137713786,26,0.000119461,23.563294200909674,6.842433810772348
MDGA2,14,46409892,47165478,14.854460686792795,339,0.00011994700000000001,14.854460686792795,14.854460686792795
TWF2,3,52237665,52248223,12.150720209312626,23,0.000121545,21.86909364897059,12.150720209312626
FAM184A,6,119322694,119512057,13.536660854561381,92,0.00012158799999999999,13.536660854561381,12.337617573610837
CAMK1D,10,12431588,12911739,14.991124784127145,402,0.000124069,26.224588115197008,7.197533556310069
KCNG1,20,49058623,49073024,11.629467306940569,14,0.000124599,11.629467306940569,1.430562809334098
HELLS,10,96295563,96351846,12.374617537864777,30,0.00012673399999999998,12.374617537864777,8.14640745803343
CXXC5,5,139008701,139042864,11.85371143682759,18,0.00012801799999999998,11.85371143682759,11.85371143682759
PRDM14,8,71126576,71146116,12.219820562710424,26,0.000128225,23.52120061840444,11.2284181394327
UPK2,11,118332235,118334479,11.012779162706533,8,0.000131917,20.110486517360542,1.1487157939965378
ZNF423,16,48082021,48418419,14.22419792514834,205,0.000136227,14.22419792514834,1.7226718764448055
KCNQ1,11,2439259,2826916,14.240340532057226,210,0.000137315,24.272528517557074,3.6697476924774266
PIAS2,18,42670206,42754121,12.446631248098571,35,0.000137583,12.446631248098571,12.446631248098571
SIL1,5,138315375,138406307,12.569067518213725,40,0.000139118,22.036548466706293,1.2771349636048626
VPS41,7,38730067,38915325,13.528907639017806,105,0.000139849,13.528907639017806,1.4136370341494011
CNOT7,8,17143173,17147127,11.263207259470283,11,0.00014120299999999998,20.95323139140043,7.076850846235652
ANTXR1,2,69093992,69329806,13.819546861904415,142,0.000141428,24.336015759248024,23.085631325529143
PBX1,1,162795560,163082934,14.190366421300197,206,0.000141602,22.861930886348297,1.4825840778660901
FAM120A,9,95364984,95366851,9.954815935258566,3,0.000142495,9.954815935258566,1.5184334733776308
QPCT,2,37425256,37453969,12.319458332461739,32,0.000142849,22.038544640754374,2.035093595146021
TRIM24,7,137795618,137920872,12.275733943129069,31,0.00014457,22.674083659862674,12.275733943129069
SVOPL,7,137929569,137999509,12.625936372562185,44,0.00014457,21.436130961144436,1.3213363930618158
RFT1,3,53099849,53139503,12.090466336198894,26,0.000145932,23.402384234829306,4.392596674478387
POMT1,9,133368164,133389014,12.163512733492375,28,0.000146087,21.23360244734271,12.163512733492375
CDH4,20,59608228,59945694,14.344306767309945,258,0.00015204299999999998,14.344306767309945,6.2280568707553705
BNIP2,15,57742353,57768934,12.25290223288697,32,0.00015268,22.08546312130409,1.2700729377613758
MRPS21,1,148532892,148547443,11.269619873832077,12,0.000153055,22.514913889094988,5.423684308357834
CPEB1,15,81009005,81113783,12.603330223404237,46,0.000154597,12.603330223404237,1.294819003492314
NRBP1,2,27511952,27518628,10.952351406164302,9,0.000157651,19.7649579580775,10.6523364002508
KRTCAP3,2,27518816,27520667,10.834568370507919,8,0.000157651,22.258400787537646,1.2563196923245223
TTLL6,17,44202088,44236884,11.933110887235102,24,0.000157662,11.933110887235102,10.14056329332503
SORBS2,4,186804764,186970386,13.705639806194762,142,0.000158491,13.705639806194762,2.3888342262784437
LPAR3,1,85051673,85131484,12.951727479804607,68,0.000161304,22.963979537536822,12.951727479804607
PRR12,19,54786723,54821508,11.504560548638601,16,0.000161344,11.504560548638601,11.504560548638601
LYN,8,56954939,57086494,13.231841025942927,91,0.000163127,24.413595144725967,1.81967197668672
MTMR7,8,17203534,17250961,13.061036098562782,79,0.000167993,21.95584341913495,8.60054138304757
LIPC,15,56511483,56643499,13.727672142113203,154,0.000168139,23.69996726702687,13.727672142113203
PTPRM,18,7557313,8396859,14.801154917023762,453,0.00016905900000000002,26.106500369514393,14.801154917023762
